Well name,Group Answer,Date,Ground Elevation(masl),Datum Elevation(masl),Surveyed Stickup(m),Total Depth of Piezometer(mbgs),Bottom of Piezometer Elevation(masl),Depth Interval of Screen(mbgs),Elevation Interval of Screen(masl),Depth Interval of Sand(mbgs),Elevation Interval of Sand(masl),Time(hh:mm),Observed Depth to Groundwater(mbtoc),Observed Depth to Groundwater(mbgs),Depth to Product(mbtoc),Observed Product Thickness(m),Corrected Product Thickness(m),Corrected Depth to Groundwater(mbtoc),Corrected Depth to Groundwater(mbgs),Observed Groundwater Surface Elevation(masl),Corrected Groundwater Surface Elevation(masl),Depth to Bottom of Well(mbtoc),Measured Stick up(m),Easting(m),Northing(m)
02-40,Deep,09-Oct-18,940.6,941.4,0.8,10.5,930.1,8.90 - 10.55,931.70 - 930.15,N/A,N/A,12:55,6.5,5.7,,N/A,N/A,6.5,5.7,934.9,934.9,N/M,N/M,645664.808,5868075.522
02-41-1,Deep,06-Jun-16,940.8,941.6,0.8,12,928.8,10.50 - 12.00,930.30 - 928.80,N/A,N/A,14:25,8.31,7.51,,N/A,N/A,8.31,7.51,933.29,933.29,12.37,N/M,645531.508,5868079.322
02-41-1,Deep,20-Oct-16,940.8,941.6,0.8,12,928.8,10.50 - 12.01,930.30 - 928.81,N/A,N/A,9:15,7.44,6.64,,N/A,N/A,7.44,6.64,934.16,934.16,N/M,N/M,645531.508,5868079.322
02-41-1,Deep,29-May-17,940.8,941.6,0.8,12,928.8,10.50 - 12.02,930.30 - 928.82,N/A,N/A,12:30,6.63,5.83,,N/A,N/A,6.63,5.83,934.97,934.97,N/M,N/M,645531.508,5868079.322
02-41-1,Deep,17-Oct-17,940.8,941.6,0.8,12,928.8,10.50 - 12.03,930.30 - 928.83,N/A,N/A,12:05,5.58,4.78,,N/A,N/A,5.58,4.78,936.02,936.02,N/M,N/M,645531.508,5868079.322
02-41-1,Deep,14-May-18,940.8,941.6,0.8,12,928.8,10.50 - 12.04,930.30 - 928.84,N/A,N/A,12:30,5.55,4.75,,N/A,N/A,5.55,4.75,936.05,936.05,5.59,N/M,645531.508,5868079.322
02-41-1,Deep,09-Oct-18,940.8,941.6,0.8,12,928.8,10.50 - 12.05,930.30 - 928.85,N/A,N/A,12:00,1.51,0.71,,N/A,N/A,1.51,0.71,940.09,940.09,5.62,N/M,645531.508,5868079.322
97-14-1,Deep,08-Jun-16,940.86,941.47,0.61,10.6,930.26,9.10 - 10.60,931.76 - 930.26,N/A,N/A,12:18,8,7.39,,N/A,N/A,8,7.39,933.47,933.47,11.2,N/M,645462.899,5867566.901
97-14-1,Deep,18-Oct-16,940.86,941.47,0.61,10.6,930.26,9.10 - 10.61,931.76 - 930.27,N/A,N/A,14:15,6.72,6.11,,N/A,N/A,6.72,6.11,934.75,934.75,N/M,N/M,645462.899,5867566.901
97-14-1,Deep,30-May-17,940.86,941.47,0.61,10.6,930.26,9.10 - 10.62,931.76 - 930.28,N/A,N/A,8:30,6.02,5.41,,N/A,N/A,6.02,5.41,935.45,935.45,N/M,N/M,645462.899,5867566.901
97-14-1,Deep,18-Oct-17,940.86,941.47,0.61,10.6,930.26,9.10 - 10.63,931.76 - 930.29,N/A,N/A,10:55,6.34,5.73,,N/A,N/A,6.34,5.73,935.13,935.13,N/M,N/M,645462.899,5867566.901
97-14-1,Deep,15-May-18,940.86,941.47,0.61,10.6,930.26,9.10 - 10.64,931.76 - 930.30,N/A,N/A,10:35,7.14,6.53,,N/A,N/A,7.14,6.53,934.33,934.33,11.22,N/M,645462.899,5867566.901
97-14-1,Deep,09-Oct-18,940.86,941.47,0.61,10.6,930.26,9.10 - 10.65,931.76 - 930.31,N/A,N/A,15:05,7.48,6.87,,N/A,N/A,7.48,6.87,933.99,933.99,N/M,N/M,645462.899,5867566.901
97-28,Deep,08-Jun-16,941.42,942.05,0.63,13,928.42,10.00 - 13.00,931.42 - 928.42,N/A,N/A,13:32,8.5,7.87,,N/A,N/A,8.5,7.87,933.55,933.55,13.72,N/M,645487.676,5867446.384
97-28,Deep,18-Oct-16,941.42,942.05,0.63,13,928.42,10.00 - 13.01,931.42 - 928.43,N/A,N/A,14:45,7.78,7.15,,N/A,N/A,7.78,7.15,934.27,934.27,N/M,N/M,645487.676,5867446.384
97-28,Deep,30-May-17,941.42,942.05,0.63,13,928.42,10.00 - 13.02,931.42 - 928.44,N/A,N/A,8:55,6.49,5.86,,N/A,N/A,6.49,5.86,935.56,935.56,N/M,N/M,645487.676,5867446.384
97-28,Deep,18-Oct-17,941.42,942.05,0.63,13,928.42,10.00 - 13.03,931.42 - 928.45,N/A,N/A,10:42,6.81,6.18,,N/A,N/A,6.81,6.18,935.24,935.24,N/M,N/M,645487.676,5867446.384
97-28,Deep,15-May-18,941.42,942.05,0.63,13,928.42,10.00 - 13.04,931.42 - 928.46,N/A,N/A,10:50,7.64,7.01,,N/A,N/A,7.64,7.01,934.41,934.41,13.73,N/M,645487.676,5867446.384
97-28,Deep,09-Oct-18,941.42,942.05,0.63,13,928.42,10.00 - 13.05,931.42 - 928.47,N/A,N/A,15:16,7.95,7.32,,N/A,N/A,7.95,7.32,934.1,934.1,N/M,N/M,645487.676,5867446.384
98-16,Deep,08-Jun-16,947.73,948.26,0.53,17,930.73,14.00 - 17.00,933.73 - 930.73,N/A,N/A,12:00,14.86,14.33,,N/A,N/A,14.86,14.33,933.4,933.4,17.91,N/M,645562.15,5867587.833
98-16,Deep,18-Oct-16,947.73,948.26,0.53,17,930.73,14.00 - 17.01,933.73 - 930.74,N/A,N/A,13:40,13.71,13.18,,N/A,N/A,13.71,13.18,934.55,934.55,N/M,N/M,645562.15,5867587.833
98-16,Deep,29-May-17,947.73,948.26,0.53,17,930.73,14.00 - 17.02,933.73 - 930.75,N/A,N/A,16:30,13.02,12.49,,N/A,N/A,13.02,12.49,935.24,935.24,N/M,N/M,645562.15,5867587.833
98-16,Deep,18-Oct-17,947.73,948.26,0.53,17,930.73,14.00 - 17.03,933.73 - 930.76,N/A,N/A,10:04,13.23,12.7,,N/A,N/A,13.23,12.7,935.03,935.03,18.24,N/M,645562.15,5867587.833
98-16,Deep,15-May-18,947.73,948.26,0.53,17,930.73,14.00 - 17.04,933.73 - 930.77,N/A,N/A,9:55,14.05,13.52,,N/A,N/A,14.05,13.52,934.21,934.21,N/M,N/M,645562.15,5867587.833
98-16,Deep,09-Oct-18,947.73,948.26,0.53,17,930.73,14.00 - 17.05,933.73 - 930.78,N/A,N/A,14:15,14.44,13.91,,N/A,N/A,14.44,13.91,933.82,933.82,17.91,N/M,645562.15,5867587.833
98-26,Deep,08-Jun-16,945.01,945.54,0.53,15,930.01,12.00 - 15.00,933.01 - 930.01,N/A,N/A,12:42,12.01,11.48,,N/A,N/A,12.01,11.48,933.53,933.53,16.03,N/M,645557.74,5867509.579
98-26,Deep,18-Oct-16,945.01,945.54,0.53,15,930.01,12.00 - 15.01,933.01 - 930.02,N/A,N/A,14:45,10.89,10.36,,N/A,N/A,10.89,10.36,934.65,934.65,N/M,N/M,645557.74,5867509.579
98-26,Deep,30-May-17,945.01,945.54,0.53,15,930.01,12.00 - 15.02,933.01 - 930.03,N/A,N/A,8:21,10.17,9.64,,N/A,N/A,10.17,9.64,935.37,935.37,N/M,N/M,645557.74,5867509.579
98-26,Deep,18-Oct-17,945.01,945.54,0.53,15,930.01,12.00 - 15.03,933.01 - 930.04,N/A,N/A,11:16,10.43,9.9,,N/A,N/A,10.43,9.9,935.11,935.11,16.03,N/M,645557.74,5867509.579
98-26,Deep,15-May-18,945.01,945.54,0.53,15,930.01,12.00 - 15.04,933.01 - 930.05,N/A,N/A,11:50,11.25,10.72,,N/A,N/A,11.25,10.72,934.29,934.29,N/M,N/M,645557.74,5867509.579
98-26,Deep,09-Oct-18,945.01,945.54,0.53,15,930.01,12.00 - 15.05,933.01 - 930.06,N/A,N/A,16:15,11.62,11.09,,N/A,N/A,11.62,11.09,933.92,933.92,16.04,N/M,645557.74,5867509.579
02-39,Deep,06-Jun-16,938.6,939.4,0.8,10.4,928.2,7.40 - 10.40,931.20 - 928.20,N/A,N/A,13:10,8.14,7.34,,N/A,N/A,8.14,7.34,931.26,931.26,11.35,N/M,645209.264,5867914.522
02-39,Deep,20-Oct-16,938.6,939.4,0.8,10.4,928.2,7.40 - 10.41,931.20 - 928.21,N/A,N/A,8:50,7.02,6.22,,N/A,N/A,7.02,6.22,932.38,932.38,N/M,N/M,645209.264,5867914.522
02-39,Deep,29-May-17,938.6,939.4,0.8,10.4,928.2,7.40 - 10.42,931.20 - 928.22,N/A,N/A,16:52,5.1,4.3,,N/A,N/A,5.1,4.3,934.3,934.3,N/M,N/M,645209.264,5867914.522
02-39,Deep,17-Oct-17,938.6,939.4,0.8,10.4,928.2,7.40 - 10.43,931.20 - 928.23,N/A,N/A,12:45,6.3,5.5,,N/A,N/A,6.3,5.5,933.1,933.1,N/M,N/M,645209.264,5867914.522
02-39,Deep,14-May-18,938.6,939.4,0.8,10.4,928.2,7.40 - 10.44,931.20 - 928.24,N/A,N/A,12:55,7.16,6.36,,N/A,N/A,7.16,6.36,932.24,932.24,11.44,N/M,645209.264,5867914.522
02-39,Deep,09-Oct-18,938.6,939.4,0.8,10.4,928.2,7.40 - 10.45,931.20 - 928.25,N/A,N/A,---,N/M,N/M,,N/A,N/A,N/A,N/A,N/A,N/A,N/M,N/M,645209.264,5867914.522
12 IW-01,Unknown,31-May-17,952.71,953.55,0.84,4.3,948.41,1.30 - 4.30,951.41 - 948.41,N/A,N/A,11:20,1.54,0.7,,N/A,N/A,1.54,0.7,952.01,952.01,5.3,N/M,645773.595,5867758.101
12 IW-01,Unknown,18-Oct-17,952.71,953.55,0.84,4.3,948.41,1.30 - 4.31,951.41 - 948.42,N/A,N/A,15:15,1.75,0.91,,N/A,N/A,1.75,0.91,951.8,951.8,5.27,N/M,645773.595,5867758.101
12 IW-01,Unknown,16-May-18,952.71,953.55,0.84,4.3,948.41,1.30 - 4.32,951.41 - 948.43,N/A,N/A,11:40,2.51,1.67,,N/A,N/A,2.51,1.67,951.04,951.04,5.28,N/M,645773.595,5867758.101
12 IW-01,Unknown,11-Oct-18,952.71,953.55,0.84,4.3,948.41,1.30 - 4.33,951.41 - 948.44,N/A,N/A,9:43,1.44,0.6,,N/A,N/A,1.44,0.6,952.11,952.11,5.28,N/M,645773.595,5867758.101
12 IW-01,Unknown,26-Oct-18,952.71,953.55,0.84,4.3,948.41,1.30 - 4.34,951.41 - 948.45,N/A,N/A,---,1.63,0.79,,N/A,N/A,1.63,0.79,951.92,951.92,N/M,N/M,645773.595,5867758.101
12 IW-02,Unknown,31-May-17,952.68,953.53,0.85,4.4,948.28,1.10 - 4.40,951.58 - 948.28,N/A,N/A,11:25,2.21,1.36,,N/A,N/A,2.21,1.36,951.32,951.32,5.48,N/M,645777.118,5867758.662
12 IW-02,Unknown,18-Oct-17,952.68,953.53,0.85,4.4,948.28,1.10 - 4.41,951.58 - 948.29,N/A,N/A,15:00,1.79,0.94,,N/A,N/A,1.79,0.94,951.74,951.74,5.46,N/M,645777.118,5867758.662
12 IW-02,Unknown,16-May-18,952.68,953.53,0.85,4.4,948.28,1.10 - 4.42,951.58 - 948.30,N/A,N/A,11:45,2.63,1.78,,N/A,N/A,2.63,1.78,950.9,950.9,5.45,N/M,645777.118,5867758.662
12 IW-02,Unknown,11-Oct-18,952.68,953.53,0.85,4.4,948.28,1.10 - 4.43,951.58 - 948.31,N/A,N/A,9:48,1.54,0.69,,N/A,N/A,1.54,0.69,951.99,951.99,5.45,N/M,645777.118,5867758.662
12 IW-02,Unknown,26-Oct-18,952.68,953.53,0.85,4.4,948.28,1.10 - 4.44,951.58 - 948.32,N/A,N/A,---,1.66,0.81,,N/A,N/A,1.66,0.81,951.87,951.87,N/M,N/M,645777.118,5867758.662
12 IW-03,Unknown,31-May-17,952.74,953.71,0.97,4.3,948.44,1.10 - 4.30,951.64 - 948.44,N/A,N/A,11:30,1.99,1.02,,N/A,N/A,1.99,1.02,951.72,951.72,5.22,N/M,645773.949,5867754.293
12 IW-03,Unknown,18-Oct-17,952.74,953.71,0.97,4.3,948.44,1.10 - 4.31,951.64 - 948.45,N/A,N/A,15:05,2.72,1.75,,N/A,N/A,2.72,1.75,950.99,950.99,5.2,N/M,645773.949,5867754.293
12 IW-03,Unknown,16-May-18,952.74,953.71,0.97,4.3,948.44,1.10 - 4.32,951.64 - 948.46,N/A,N/A,11:45,2.76,1.79,,N/A,N/A,2.76,1.79,950.95,950.95,5.2,N/M,645773.949,5867754.293
12 IW-03,Unknown,11-Oct-18,952.74,953.71,0.97,4.3,948.44,1.10 - 4.33,951.64 - 948.47,N/A,N/A,10:00,1.69,0.72,,N/A,N/A,1.69,0.72,952.02,952.02,5.21,N/M,645773.949,5867754.293
12 IW-03,Unknown,26-Oct-18,952.74,953.71,0.97,4.3,948.44,1.10 - 4.34,951.64 - 948.48,N/A,N/A,---,1.75,0.78,,N/A,N/A,1.75,0.78,951.96,951.96,N/M,N/M,645773.949,5867754.293
12 IW-04,Unknown,31-May-17,952.68,953.56,0.88,4.3,948.38,1.10 - 4.30,951.58 - 948.38,N/A,N/A,11:35,1.77,0.89,,N/A,N/A,1.77,0.89,951.79,951.79,4,N/M,645777.856,5867754.98
12 IW-04,Unknown,18-Oct-17,952.68,953.56,0.88,4.3,948.38,1.10 - 4.31,951.58 - 948.39,N/A,N/A,15:10,1.82,0.94,,N/A,N/A,1.82,0.94,951.74,951.74,3.97,N/M,645777.856,5867754.98
12 IW-04,Unknown,16-May-18,952.68,953.56,0.88,4.3,948.38,1.10 - 4.32,951.58 - 948.40,N/A,N/A,11:50,2.69,1.81,,N/A,N/A,2.69,1.81,950.87,950.87,4,N/M,645777.856,5867754.98
12 IW-04,Unknown,11-Oct-18,952.68,953.56,0.88,4.3,948.38,1.10 - 4.33,951.58 - 948.41,N/A,N/A,9:53,1.58,0.7,,N/A,N/A,1.58,0.7,951.98,951.98,4.01,N/M,645777.856,5867754.98
12 IW-04,Unknown,26-Oct-18,952.68,953.56,0.88,4.3,948.38,1.10 - 4.34,951.58 - 948.42,N/A,N/A,---,1.7,0.82,,N/A,N/A,1.7,0.82,951.86,951.86,N/M,N/M,645777.856,5867754.98
18-68,Unknown,12-Oct-18,950,950.77,0.77,5.2,944.8,0.92 - 5.20,949.08 - 944.80,0.76 - 5.20,949.24 - 944.80,---,2.65,1.88,,N/A,N/A,2.65,1.88,948.12,948.12,N/M,N/M,645614,5867663
18-69,Unknown,12-Oct-18,949.9,950.69,0.79,5.2,944.7,0.92 - 5.20,948.98 - 944.70,0.76 - 5.20,949.14 - 944.70,---,3.19,2.4,,N/A,N/A,3.19,2.4,947.5,947.5,N/M,N/M,645609,5867663
18-70,Unknown,12-Oct-18,949.92,950.85,0.93,12.81,937.11,7.63 - 12.81,942.29 - 937.11,7.32 - 12.81,942.60 - 937.11,---,6.85,5.92,,N/A,N/A,6.85,5.92,944,944,N/M,N/M,645610,5867663
18-71,Unknown,12-Oct-18,950.09,950.69,0.61,13.12,936.97,7.63 - 13.12,942.46 - 936.97,7.17 - 13.12,942.92 - 936.97,---,5.65,5.05,,N/A,N/A,5.65,5.05,945.04,945.04,N/M,N/M,645616,5867663
18-72,Unknown,26-Oct-18,952.51,953.28,0.77,5.2,947.31,0.92 - 5.20,951.59 - 947.31,0.76 - 5.20,951.75 - 947.31,---,1.43,0.66,,N/A,N/A,1.43,0.66,951.85,951.85,N/M,N/M,645781,5867758
18-73,Unknown,26-Oct-18,952.6,953.32,0.72,14.34,938.26,7.63 - 14.34,944.97 - 938.26,7.32 - 14.34,945.28 - 938.26,---,8.19,7.47,,N/A,N/A,8.19,7.47,945.13,945.13,N/M,N/M,645760,5867722
18-74,Unknown,26-Oct-18,952.56,952.36,-0.2,15.4,937.16,7.63 - 13.73,944.93 - 938.83,7.32 - 15.40,945.24 - 937.16,---,7.23,7.43,,N/A,N/A,7.23,7.43,945.13,945.13,N/M,N/M,645761,5867716
18-RW7,Unknown,11-Oct-18,949.88,950.71,0.83,6.25,943.63,0.92 - 6.10,948.96 - 943.78,0.76 - 6.25,949.12 - 943.63,---,2.83,2,,N/A,N/A,2.83,2,947.88,947.88,N/M,N/M,645604,5867663
18-RW8,Unknown,12-Oct-18,949.91,950.66,0.75,13.12,936.79,7.63 - 13.12,942.28 - 936.79,7.32 - 13.12,942.59 - 936.79,---,7.57,6.82,,N/A,N/A,7.57,6.82,943.09,943.09,N/M,N/M,645606,5867663
18-RW9,Unknown,07-Nov-18,952.47,953.29,0.82,5.2,947.27,0.92 - 5.20,951.55 - 947.27,0.76 - 5.20,951.71 - 947.27,---,1.95,1.14,,N/A,N/A,1.95,1.14,951.34,951.34,N/M,N/M,645772,5867759
18-RW10,Unknown,26-Oct-18,952.55,953.26,0.71,13.12,939.43,7.63 - 13.12,944.92 - 939.43,7.32 - 13.12,945.23 - 939.43,---,8.18,7.47,8.135,0.045,0.036,8.144,7.434,945.08,945.116,N/M,N/M,645760,5867726
